date,disease_name,mention_count,sentiment_score,source_reliability
2025-10-29,COVID-19,2.0,0.0,0.5
2025-10-30,COVID-19,0.0,0.0,0.5
2025-10-31,COVID-19,0.0,0.0,0.5
2025-11-01,COVID-19,0.0,0.0,0.5
2025-11-02,COVID-19,1.0,0.0,0.5
2025-11-03,COVID-19,13.0,0.0,0.5
2025-11-04,COVID-19,4.0,0.0,0.5
2025-11-05,COVID-19,0.0,0.0,0.5
2025-11-06,COVID-19,0.0,0.0,0.5
2025-11-07,COVID-19,0.0,0.0,0.5
2025-11-08,COVID-19,1.0,0.0,0.5
2025-11-09,COVID-19,3.0,0.0,0.5
2025-10-29,Dengue,9.0,0.0,0.5
2025-10-30,Dengue,5.0,0.0,0.5
2025-10-31,Dengue,3.0,0.0,0.5
2025-11-01,Dengue,0.0,0.0,0.5
2025-11-02,Dengue,0.0,0.0,0.5
2025-11-03,Dengue,0.0,0.0,0.5
2025-11-04,Dengue,0.0,0.0,0.5
2025-11-05,Dengue,1.0,0.0,0.5
2025-11-06,Dengue,0.0,0.0,0.5
2025-11-07,Dengue,3.0,0.0,0.5
2025-11-08,Dengue,0.0,0.0,0.5
2025-11-09,Dengue,2.0,0.0,0.5
2025-11-03,Ebola,1.0,0.0,0.5
2025-11-04,Ebola,0.0,0.0,0.5
2025-11-05,Ebola,0.0,0.0,0.5
2025-11-06,Ebola,0.0,0.0,0.5
2025-11-07,Ebola,2.0,0.0,0.5
2025-10-27,Influenza,14.0,0.0,0.5
2025-10-28,Influenza,12.0,0.0,0.5
2025-10-29,Influenza,7.0,0.0,0.5
2025-10-30,Influenza,1.0,0.0,0.5
2025-10-31,Influenza,8.0,0.0,0.5
2025-11-01,Influenza,0.0,0.0,0.5
2025-11-02,Influenza,2.0,0.0,0.5
2025-11-03,Influenza,7.0,0.0,0.5
2025-11-04,Influenza,16.0,0.0,0.5
2025-11-05,Influenza,22.0,0.0,0.5
2025-11-06,Influenza,21.0,0.0,0.5
2025-11-07,Influenza,9.0,0.0,0.5
2025-11-08,Influenza,5.0,0.0,0.5
2025-11-09,Influenza,10.0,0.0,0.5
2025-11-10,Influenza,4.0,0.0,0.5
2025-10-29,Malaria,2.0,0.0,0.5
2025-10-30,Malaria,2.0,0.0,0.5
2025-10-31,Malaria,1.0,0.0,0.5
2025-11-01,Malaria,0.0,0.0,0.5
2025-11-02,Malaria,0.0,0.0,0.5
2025-11-03,Malaria,0.0,0.0,0.5
2025-11-04,Malaria,2.0,0.0,0.5
2025-11-05,Malaria,0.0,0.0,0.5
2025-11-06,Malaria,0.0,0.0,0.5
2025-11-07,Malaria,4.0,0.0,0.5
2025-11-02,Measles,3.0,0.0,0.5
2025-11-03,Measles,1.0,0.0,0.5
2025-10-30,Meningitis,2.0,0.0,0.5
2025-10-31,Tuberculosis,3.0,0.0,0.5
2025-11-01,Tuberculosis,1.0,0.0,0.5
2025-11-02,Tuberculosis,0.0,0.0,0.5
2025-11-03,Tuberculosis,0.0,0.0,0.5
2025-11-04,Tuberculosis,4.0,0.0,0.5
2025-11-05,Tuberculosis,0.0,0.0,0.5
2025-11-06,Tuberculosis,2.0,0.0,0.5
2025-11-07,Tuberculosis,0.0,0.0,0.5
2025-11-08,Tuberculosis,0.0,0.0,0.5
2025-11-09,Tuberculosis,0.0,0.0,0.5
2025-11-10,Tuberculosis,2.0,0.0,0.5
2025-10-31,Zika,1.0,0.0,0.5
