date,disease_name,mention_count,sentiment_score,source_reliability
2025-10-29,COVID-19,2,0.22995422906127588,0.5
2025-10-30,0,0,-0.10882515650552424,0.5
2025-10-31,0,0,0.29307470172280164,0.5
2025-11-01,0,0,-0.11059029371355275,0.5
2025-11-02,COVID-19,1,-0.19390599063173183,0.5
2025-11-03,COVID-19,11,-0.20800752221990584,0.5
2025-11-04,COVID-19,4,0.10770370214190957,0.5
2025-11-05,0,0,-0.2931973275422774,0.5
2025-11-06,0,0,0.06717459355229606,0.5
2025-11-07,0,0,0.14581039414927294,0.5
2025-11-08,COVID-19,1,0.2922458946950701,0.5
2025-11-09,COVID-19,3,0.08681922437112617,0.5
2025-10-29,Dengue,9,0.05815022985412679,0.5
2025-10-30,Dengue,5,0.29581965130532323,0.5
2025-10-31,Dengue,3,0.25847199369492224,0.5
2025-11-01,0,0,-0.2749923952346246,0.5
2025-11-02,0,0,0.2796879015289838,0.5
2025-11-03,0,0,-5.064973545776396e-06,0.5
2025-11-04,0,0,0.250510277897164,0.5
2025-11-05,Dengue,1,0.010826161183066141,0.5
2025-11-06,0,0,-0.09408334947235543,0.5
2025-11-07,Dengue,3,-0.19167812449009708,0.5
2025-11-08,0,0,-0.2694431923917852,0.5
2025-11-09,Dengue,2,-0.02171036119828602,0.5
2025-11-03,Ebola,1,0.16265580779636815,0.5
2025-11-04,0,0,0.1155073235009622,0.5
2025-11-05,0,0,0.07459699312148986,0.5
2025-11-06,0,0,-0.1298677141093844,0.5
2025-11-07,Ebola,2,0.23696890567012874,0.5
2025-10-27,Influenza,14,0.24522321822475518,0.5
2025-10-28,Influenza,12,-0.19009380528072664,0.5
2025-10-29,Influenza,7,-0.2024928434885764,0.5
2025-10-30,Influenza,1,0.18815146995256485,0.5
2025-10-31,Influenza,8,0.0769274590677637,0.5
2025-11-01,0,0,-0.09277876163993175,0.5
2025-11-02,Influenza,2,-0.10388896825319202,0.5
2025-11-03,Influenza,7,-0.26970138787471276,0.5
2025-11-04,Influenza,16,0.18749816396808464,0.5
2025-11-05,Influenza,22,0.21633304868132308,0.5
2025-11-06,Influenza,21,0.1453467156627169,0.5
2025-11-07,Influenza,9,0.19256159693222163,0.5
2025-11-08,Influenza,5,0.28275176380838857,0.5
2025-11-09,Influenza,10,-0.2777566939039287,0.5
2025-11-10,Influenza,4,0.026767676427734588,0.5
2025-10-29,Malaria,2,-0.259623649257159,0.5
2025-10-30,Malaria,2,-0.06974977941901363,0.5
2025-10-31,Malaria,1,-0.033465684460145174,0.5
2025-11-01,0,0,0.18052029838210798,0.5
2025-11-02,0,0,0.24545738249770635,0.5
2025-11-03,0,0,-0.013685010849414357,0.5
2025-11-04,Malaria,2,-0.23272522405584525,0.5
2025-11-05,0,0,0.28044066714670157,0.5
2025-11-06,0,0,0.25778162134509813,0.5
2025-11-07,Malaria,4,0.1706983382796637,0.5
2025-11-02,Measles,3,-0.15661781611450595,0.5
2025-11-03,Measles,1,-0.12019343605692247,0.5
2025-10-30,Meningitis,2,0.0291260901459075,0.5
2025-10-31,Tuberculosis,3,0.060794565237031035,0.5
2025-11-01,Tuberculosis,1,-0.20518701634126224,0.5
2025-11-02,0,0,-0.02338652070479581,0.5
2025-11-03,0,0,-0.15213204642397862,0.5
2025-11-04,Tuberculosis,4,-0.15111342513578988,0.5
2025-11-05,0,0,-0.07213194288184839,0.5
2025-11-06,Tuberculosis,2,0.28288626887004936,0.5
2025-11-07,0,0,-0.17367423661432693,0.5
2025-11-08,0,0,-0.15480215468575342,0.5
2025-11-09,0,0,-0.2977431777352525,0.5
2025-11-10,Tuberculosis,2,0.0955255411936061,0.5
2025-10-31,Zika,1,0.12350007320042097,0.5
